IDM_;SLTC;1;MecRlCTSet2;Parameter of TC ratio or shunt 2 current divisor for triggering mechanism current measuring (input/output);HR19049 - Parameter of TC ratio or shunt 2 current divisor for triggering mechanism current measuring (input/output);
IDM_;SLTC;1;mLoCmdVSpt1;Parameter of manual alarm value of command voltage during oscillography - Low;HR19050 - Parameter of manual alarm value of command voltage during oscillography - Low;
IDM_;SLTC;1;mLoCmdVSpt2;Parameter of manual alarm value of command voltage during oscillography - Very low;HR19051 - Parameter of manual alarm value of command voltage during oscillography - Very low;
IDM_;SLTC;1;mHiCmdVSpt1;Parameter of manual alarm value of command voltage during oscillography - High;HR19052 - Parameter of manual alarm value of command voltage during oscillography - High;
IDM_;SLTC;1;mHiCmdVSpt2;Parameter of manual alarm value of command voltage during oscillography - Very high;HR19053 - Parameter of manual alarm value of command voltage during oscillography - Very high;
IDM_;SLTC;1;aMinAHeat;Parameter of automatic alarm value of mechanism heater minimum current with mechanism temperature - High;HR19054 - Parameter of automatic alarm value of mechanism heater minimum current with mechanism temperature - High;
IDM_;SLTC;1;aMaxAHeat;Parameter of automatic alarm value of mechanism heater minimum current with mechanism temperature - Low;HR19055 - Parameter of automatic alarm value of mechanism heater minimum current with mechanism temperature - Low;
IDM_;SLTC;1;aMotVWrnSpt1;Parameter of automatic alarm value of motor voltage - Low;HR19056 - Parameter of automatic alarm value of motor voltage - Low;
IDM_;SLTC;1;aMotVAlmSpt1;Parameter of automatic alarm value of motor voltage - Very low;HR19057 - Parameter of automatic alarm value of motor voltage - Very low;
IDM_;SLTC;1;aMotVWrnSpt2;Parameter of automatic alarm value of motor voltage - High;HR19058 - Parameter of automatic alarm value of motor voltage - High;
IDM_;SLTC;1;aMotVAlmSpt2;Parameter of automatic alarm value of motor voltage - Very high;HR19059 - Parameter of automatic alarm value of motor voltage - Very high;
IDM_;SLTC;1;aCmdVWrnSpt1;Parameter of automatic alarm value of command voltage - Low;HR19060 - Parameter of automatic alarm value of command voltage - Low;
IDM_;SLTC;1;aCmdVAlmSpt1;Parameter of automatic alarm value of command voltage - Very low;HR19061 - Parameter of automatic alarm value of command voltage - Very low;
IDM_;SLTC;1;aCmdVWrnSpt2;Parameter of automatic alarm value of command voltage - High;HR19062 - Parameter of automatic alarm value of command voltage - High;
IDM_;SLTC;1;aCmdVAlmSpt2;Parameter of automatic alarm value of command voltage - Very high;HR19063 - Parameter of automatic alarm value of command voltage - Very high;
IDM_;SLTC;1;aLoCmdVSpt1;Parameter of automatic alarm value of command voltage during oscillography - Low;HR19064 - Parameter of automatic alarm value of command voltage during oscillography - Low;
IDM_;SLTC;1;aLoCmdVSpt2;Parameter of automatic alarm value of command voltage during oscillography - Very low;HR19065 - Parameter of automatic alarm value of command voltage during oscillography - Very low;
IDM_;SLTC;1;aHiCmdVSpt1;Parameter of automatic alarm value of command voltage during oscillography - High;HR19066 - Parameter of automatic alarm value of command voltage during oscillography - High;
IDM_;SLTC;1;aHiCmdVSpt2;Parameter of automatic alarm value of command voltage during oscillography - Very high;HR19067 - Parameter of automatic alarm value of command voltage during oscillography - Very high;
IDM_;SLTC;1;DifAngSet;Parameter of difference between PT and CT;HR19068 - Parameter of difference between PT and CT;
IDM_;SLTC;1;TotTapNumSet;Parameter of total number of taps;HR19069 - Parameter of total number of taps;
IDM_;SLTC;1;TapIndSet;Parameter of tap indication type;HR19070 - Parameter of tap indication type;
IDM_;SLTC;1;CtrTapSet;Parameter of OLTC central tap;HR19071 - Parameter of OLTC central tap;
IDM_;SLTC;1;SynTmSet;Parameter of time for synchronism;HR19072 - Parameter of time for synchronism;
IDM_;SLTC;1;StepRisSet;Parameter of resistence by step;HR19073 - Parameter of resistence by step;
IDM_;SLTC;1;StepTapSet;Parameter of tap reading by mA;HR19074 - Parameter of tap reading by mA;
IDM_;SLTC;1;TCPoSet1;Parameter of CT1 polarity;HR19075 - Parameter of CT1 polarity;
IDM_;SLTC;1;TCPoSet2;Parameter of CT2 polarity;HR19076 - Parameter of CT2 polarity;
IDM_;SLTC;1;TCPoSet3;Parameter of CT3 polarity;HR19077 - Parameter of CT3 polarity;
IDM_;SLTC;1;CfgRly1;Parameter de semaphor setting of relay 1;HR19078 - Parameter de semaphor setting of relay 1;
IDM_;SLTC;1;CfgRly2;Parameter de semaphor setting of relay 2;HR19079 - Parameter de semaphor setting of relay 2;
IDM_;SLTC;1;CfgRly3;Parameter de semaphor setting of relay 3;HR19080 - Parameter de semaphor setting of relay 3;
IDM_;SLTC;1;CfgRly4;Parameter de semaphor setting of relay 4;HR19081 - Parameter de semaphor setting of relay 4;
IDM_;SLTC;1;CfgRly5;Parameter de semaphor setting of relay 5;HR19082 - Parameter de semaphor setting of relay 5;
IDM_;SLTC;1;TapNumSet;Parameter de number of intermediary taps;HR19083 - Parameter de number of intermediary taps;
IDM_;SOPM;1;aMotTrgSpt;Parameter of automatic alarm value of triggered motor;HR19084 - Parameter of automatic alarm value of triggered motor;
IDM_;SOPM;1;CBMotSet;Parameter of enable alarm contact monitoring by motor circuit breaker;HR19085 - Parameter of enable alarm contact monitoring by motor circuit breaker;
IDM_;SLTC;1;CntLrnSet0;Parameter of learnings counter of type 0;HR19091 - Parameter of learnings counter of type 0;
IDM_;SLTC;1;CntLrnSet1;Parameter of learnings counter of type 1;HR19092 - Parameter of learnings counter of type 1;
IDM_;SLTC;1;CntLrnSet2;Parameter of learnings counter of type 2;HR19093 - Parameter of learnings counter of type 2;
IDM_;SLTC;1;CntLrnSet3;Parameter of learnings counter of type 3;HR19094 - Parameter of learnings counter of type 3;
IDM_;SLTC;1;CntLrnSet4;Parameter of learnings counter of type 4;HR19095 - Parameter of learnings counter of type 4;
IDM_;SLTC;1;DispSet;Parameter of screen scrolling setting;HR19097 - Parameter of screen scrolling setting;
IDM_;SOPM;1;MotOutCrvSet;Parameter of out of curve points number for alarm by motor cumsumption;HR19098 - Parameter of out of curve points number for alarm by motor cumsumption;
IDM_;SLTC;1;MotAmpSet2;Parameter of trigger for active motor;HR19101 - Parameter of trigger for active motor;
IDM_;SLTC;1;MotAmpSet3;Parameter of trigger for inactive motor;HR19102 - Parameter of trigger for inactive motor;
IDM_;SLTC;1;NomAmpISet;Parameter of OLTC rated current equivalent to 1 p.u. For switched current integration;HR19103 - Parameter of OLTC rated current equivalent to 1 p.u. For switched current integration;
IDM_;SLTC;1;eAmpSet;Parameter of switched current exponent for the OLTC contact wearing calculation;HR19104 - Parameter of switched current exponent for the OLTC contact wearing calculation;
IDM_;SLTC;1;SvTrgSet1;Parameter of samples number for ON trigger;HR19106 - Parameter of samples number for ON trigger;
IDM_;SLTC;1;SvTrgSet2;Parameter of samples number for OFF trigger;HR19107 - Parameter of samples number for OFF trigger;
IDM_;SLTC;1;SwNumAmp1;Parameter of current switching number to be counted when passing through intermediary tap 1;HR19113 - Parameter of current switching number to be counted when passing through intermediary tap 1;
IDM_;SLTC;1;SwNumAmp2;Parameter of current switching number to be counted when passing through intermediary tap 2;HR19114 - Parameter of current switching number to be counted when passing through intermediary tap 2;
IDM_;SLTC;1;SwNumAmp3;Parameter of current switching number to be counted when passing through intermediary tap 3;HR19115 - Parameter of current switching number to be counted when passing through intermediary tap 3;
IDM_;SLTC;1;SwNumAmp4;Parameter of current switching number to be counted when passing through intermediary tap 4;HR19116 - Parameter of current switching number to be counted when passing through intermediary tap 4;
IDM_;SLTC;1;TotNumOpSet2;Parameter of total OLTC operation number - First 3 numbers;HR19117 - Parameter of total OLTC operation number - First 3 numbers;
IDM_;SLTC;1;TotNumOpSet1;Parameter of total OLTC operation number - Last 3 numbers;HR19118 - Parameter of total OLTC operation number - Last 3 numbers;
IDM_;SLTC;1;NumOpSet2;Parameter of total OLTC operation number after maintenance - First 3 numbers;HR19119 - Parameter of total OLTC operation number after maintenance - First 3 numbers;
IDM_;SLTC;1;NumOpSet1;Parameter of total OLTC operation number after maintenance - Last 3 numbers;HR19120 - Parameter of total OLTC operation number after maintenance - Last 3 numbers;
IDM_;SLTC;1;NumOpMtnSet;Parameter of OLTC operation number to proceed with maintenance;HR19121 - Parameter of OLTC operation number to proceed with maintenance;
IDM_;SLTC;1;TotAmpISet2;Parameter of total switched integration current - First 3 numbers;HR19122 - Parameter of total switched integration current - First 3 numbers;
IDM_;SLTC;1;TotAmpISet1;Parameter of total switched integration current - Last 3 numbers;HR19123 - Parameter of total switched integration current - Last 3 numbers;
IDM_;SLTC;1;AmpISet2;Parameter of switched current integration after maintenance - First 3 numbers;HR19124 - Parameter of switched current integration after maintenance - First 3 numbers;
IDM_;SLTC;1;AmpISet1;Parameter of switched current integration after maintenance - Last 3 numbers;HR19125 - Parameter of switched current integration after maintenance - Last 3 numbers;
IDM_;SLTC;1;AmpIMtnSet;Parameter of switched integration current to proceed with maintenance;HR19126 - Parameter of switched integration current to proceed with maintenance;
IDM_;SLTC;1;TotTmSvcSet;Parameter of OLTC total time in service;HR19127 - Parameter of OLTC total time in service;
IDM_;SLTC;1;TmSvcSet;Parameter of OLTC in service time since last maintenance;HR19128 - Parameter of OLTC in service time since last maintenance;
IDM_;SLTC;1;TmSvcMtnSet;Parameter of OLTC service live to perform maintenance;HR19129 - Parameter of OLTC service live to perform maintenance;
IDM_;SLTC;1;eWrnSet;Parameter of in advance time to issue maintenance warning;HR19130 - Parameter of in advance time to issue maintenance warning;
IDM_;SOPM;1;mLoMotTmSpt1;Parameter of manual alarm value of motor operation time for OLTC operation - Low (tipo 0);HR19131 - Parameter of manual alarm value of motor operation time for OLTC operation - Low (tipo 0);
IDM_;SOPM;1;mLoMotTmSpt2;Parameter of manual alarm value of motor operation time for OLTC operation - Very low (tipo 0);HR19132 - Parameter of manual alarm value of motor operation time for OLTC operation - Very low (tipo 0);
IDM_;SOPM;1;mHiMotTmSpt1;Parameter of manual alarm value of motor operation time for OLTC operation - High (tipo 0);HR19133 - Parameter of manual alarm value of motor operation time for OLTC operation - High (tipo 0);
IDM_;SOPM;1;mHiMotTmSpt2;Parameter of manual alarm value of motor operation time for OLTC operation - Very high (tipo 0);HR19134 - Parameter of manual alarm value of motor operation time for OLTC operation - Very high (tipo 0);
IDM_;SLTC;1;AvItvOpSet;Parameter of intervalo de tempo para cálculo da média diária de operações do comutador;HR19135 - Parameter of intervalo de tempo para cálculo da média diária de operações do comutador;
IDM_;LPHD;1;RlyOpModSet1;Parameter of relay operation mode - Relay 1;HR19136B0 - Parameter of relay operation mode - Relay 1;
IDM_;LPHD;1;RlyOpModSet2;Parameter of relay operation mode - Relay 2;HR19136B1 - Parameter of relay operation mode - Relay 2;
IDM_;LPHD;1;RlyOpModSet3;Parameter of relay operation mode - Relay 3;HR19136B2 - Parameter of relay operation mode - Relay 3;
IDM_;LPHD;1;RlyOpModSet4;Parameter of relay operation mode - Relay 4;HR19136B3 - Parameter of relay operation mode - Relay 4;
IDM_;LPHD;1;RlyOpModSet5;Parameter of relay operation mode - Relay 5;HR19136B4 - Parameter of relay operation mode - Relay 5;
IDM_;LPHD;1;CfgRlySet1;Parameter of relay setting to actuate by self-diagnostic - Relay 1;HR19137B0 - Parameter of relay setting to actuate by self-diagnostic - Relay 1;
IDM_;LPHD;1;CfgRlySet2;Parameter of relay setting to actuate by self-diagnostic - Relay 2;HR19137B1 - Parameter of relay setting to actuate by self-diagnostic - Relay 2;
IDM_;LPHD;1;CfgRlySet3;Parameter of relay setting to actuate by self-diagnostic - Relay 3;HR19137B2 - Parameter of relay setting to actuate by self-diagnostic - Relay 3;
IDM_;LPHD;1;CfgRlySet4;Parameter of relay setting to actuate by self-diagnostic - Relay 4;HR19137B3 - Parameter of relay setting to actuate by self-diagnostic - Relay 4;
IDM_;LPHD;1;CfgRlySet5;Parameter of relay setting to actuate by self-diagnostic - Relay 5;HR19137B4 - Parameter of relay setting to actuate by self-diagnostic - Relay 5;
IDM_;SLTC;1;SimTmpRTDSet;Parameter of RTD sensor temperature simulator;HR19138 - Parameter of RTD sensor temperature simulator;
IDM_;LPHD;1;LogTmSet;Parameter of LOG recording time;HR19139 - Parameter of LOG recording time;
IDM_;LPHD;1;mMotTrgSpt;Parameter of alarm value by triggered motor;HR19141 - Parameter of alarm value by triggered motor;
IDM_;LPHD;1;AlmModSet;Parameter of alarms operation mode;HR19142 - Parameter of alarms operation mode;
IDM_;LPHD;1;LrnTmSvSet;Parameter of learning time for samples;HR19144 - Parameter of learning time for samples;
IDM_;SOPM;1;MotCBSet;Parameter of motor circuit breaker mode of use;HR19146 - Parameter of motor circuit breaker mode of use;
IDM_;SOPM;1;mMotTmSpt11;Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 1);HR19147 - Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 1);
IDM_;SOPM;1;mMotTmSpt12;Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 1);HR19148 - Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 1);
IDM_;SOPM;1;mMotTmSpt13;Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 1);HR19149 - Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 1);
IDM_;SOPM;1;mMotTmSpt14;Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 1);HR19150 - Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 1);
IDM_;SOPM;1;mMotTmSpt21;Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 2);HR19151 - Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 2);
IDM_;SOPM;1;mMotTmSpt22;Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 2);HR19152 - Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 2);
IDM_;SOPM;1;mMotTmSpt23;Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 2);HR19153 - Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 2);
IDM_;SOPM;1;mMotTmSpt24;Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 2);HR19154 - Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 2);
IDM_;SOPM;1;mMotTmSpt31;Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 3);HR19155 - Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 3);
IDM_;SOPM;1;mMotTmSpt32;Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 3);HR19156 - Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 3);
IDM_;SOPM;1;mMotTmSpt33;Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 3);HR19157 - Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 3);
IDM_;SOPM;1;mMotTmSpt34;Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 3);HR19158 - Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 3);
IDM_;SOPM;1;mMotTmSpt41;Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 4);HR19159 - Parameter of manual alarm value of motor operation time for OLTC operation - Low (typo 4);
IDM_;SOPM;1;mMotTmSpt42;Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 4);HR19160 - Parameter of manual alarm value of motor operation time for OLTC operation - Very low (typo 4);
IDM_;SOPM;1;mMotTmSpt43;Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 4);HR19161 - Parameter of manual alarm value of motor operation time for OLTC operation - High (typo 4);
IDM_;SOPM;1;mMotTmSpt44;Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 4);HR19162 - Parameter of manual alarm value of motor operation time for OLTC operation - Very high (typo 4);
IDM_;SLTC;1;aMotTmSpt01;Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 0);HR19163 - Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 0);
IDM_;SLTC;1;aMotTmSpt02;Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 0);HR19164 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 0);
IDM_;SLTC;1;aMotTmSpt03;Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 0);HR19165 - Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 0);
IDM_;SLTC;1;aMotTmSpt04;Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 0);HR19166 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 0);
IDM_;SLTC;1;aMotTmSpt11;Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 1);HR19167 - Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 1);
IDM_;SLTC;1;aMotTmSpt12;Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 1);HR19168 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 1);
IDM_;SLTC;1;aMotTmSpt13;Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 1);HR19169 - Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 1);
IDM_;SLTC;1;aMotTmSpt14;Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 1);HR19170 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 1);
IDM_;SLTC;1;aMotTmSpt21;Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 2);HR19171 - Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 2);
IDM_;SLTC;1;aMotTmSpt22;Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 2);HR19172 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 2);
IDM_;SLTC;1;aMotTmSpt23;Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 2);HR19173 - Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 2);
IDM_;SLTC;1;aMotTmSpt24;Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 2);HR19174 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 2);
IDM_;SLTC;1;aMotTmSpt31;Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 3);HR19175 - Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 3);
IDM_;SLTC;1;aMotTmSpt32;Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 3);HR19176 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 3);
IDM_;SLTC;1;aMotTmSpt33;Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 3);HR19177 - Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 3);
IDM_;SLTC;1;aMotTmSpt34;Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 3);HR19178 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 3);
IDM_;SLTC;1;aMotTmSpt41;Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 4);HR19179 - Parameter of automatic value alarm of motor operation time for OLTC operation - Low (tipo 4);
IDM_;SLTC;1;aMotTmSpt42;Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 4);HR19180 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very low (tipo 4);
IDM_;SLTC;1;aMotTmSpt43;Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 4);HR19181 - Parameter of automatic value alarm of motor operation time for OLTC operation - High (tipo 4);
IDM_;SLTC;1;aMotTmSpt44;Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 4);HR19182 - Parameter of automatic value alarm of motor operation time for OLTC operation - Very high (tipo 4);
IDM_;LPHD;1;AlmRtgSet01;Parameter of alarm classification for open motor circuit breaker;HR19200B0-1 - Parameter of alarm classification for open motor circuit breaker;
IDM_;LPHD;1;AlmRtgSet02;Parameter of alarm classification for mechanism temperature - Low;HR19201B0-1 - Parameter of alarm classification for mechanism temperature - Low;
IDM_;LPHD;1;AlmRtgSet03;Parameter of alarm classification for mechanism temperature - Very low;HR19202B0-1 - Parameter of alarm classification for mechanism temperature - Very low;
IDM_;LPHD;1;AlmRtgSet04;Parameter of alarm classification for mechanism temperature - High;HR19203B0-1 - Parameter of alarm classification for mechanism temperature - High;
IDM_;LPHD;1;AlmRtgSet05;Parameter of alarm classification for mechanism temperature - Very high;HR19204B0-1 - Parameter of alarm classification for mechanism temperature - Very high;
IDM_;LPHD;1;AlmRtgSet06;Parameter of alarm classification for mechanism heater current - Low;HR19205B0-1 - Parameter of alarm classification for mechanism heater current - Low;
IDM_;LPHD;1;AlmRtgSet07;Parameter of alarm classification for current do aquecedor do mecanismo - High;HR19206B0-1 - Parameter of alarm classification for current do aquecedor do mecanismo - High;
IDM_;LPHD;1;AlmRtgSet08;Parameter of alarm classification for motor voltage - Low;HR19207B0-1 - Parameter of alarm classification for motor voltage - Low;
IDM_;LPHD;1;AlmRtgSet09;Parameter of alarm classification for motor voltage - Very low;HR19208B0-1 - Parameter of alarm classification for motor voltage - Very low;
IDM_;LPHD;1;AlmRtgSet10;Parameter of alarm classification for motor voltage - High;HR19209B0-1 - Parameter of alarm classification for motor voltage - High;
IDM_;LPHD;1;AlmRtgSet11;Parameter of alarm classification for motor voltage - Very high;HR19210B0-1 - Parameter of alarm classification for motor voltage - Very high;
IDM_;LPHD;1;AlmRtgSet12;Parameter of alarm classification for command voltage - Low;HR19211B0-1 - Parameter of alarm classification for command voltage - Low;
IDM_;LPHD;1;AlmRtgSet13;Parameter of alarm classification for command voltage - Very low;HR19212B0-1 - Parameter of alarm classification for command voltage - Very low;
IDM_;LPHD;1;AlmRtgSet14;Parameter of alarm classification for command voltage - High;HR19213B0-1 - Parameter of alarm classification for command voltage - High;
IDM_;LPHD;1;AlmRtgSet15;Parameter of alarm classification for command voltage - Very high;HR19214B0-1 - Parameter of alarm classification for command voltage - Very high;
IDM_;LPHD;1;AlmRtgSet16;Parameter of alarm classification for in advance warning to maintenance by operation number;HR19215B0-1 - Parameter of alarm classification for in advance warning to maintenance by operation number;
IDM_;LPHD;1;AlmRtgSet17;Parameter of alarm classificatione for maintenance by opration number;HR19216B0-1 - Parameter of alarm classificatione for maintenance by opration number;
IDM_;LPHD;1;AlmRtgSet18;Parameter of alarm classification for in advance warning to maintenance by current integration;HR19217B0-1 - Parameter of alarm classification for in advance warning to maintenance by current integration;
IDM_;LPHD;1;AlmRtgSet19;Parameter of alarm classification for maintenance by current integration;HR19218B0-1 - Parameter of alarm classification for maintenance by current integration;
IDM_;LPHD;1;AlmRtgSet20;Parameter of alarm classification for in advance warning for maintenance by service live;HR19219B0-1 - Parameter of alarm classification for in advance warning for maintenance by service live;
IDM_;LPHD;1;AlmRtgSet21;Parameter of alarm classification for warning for maintenance by service live;HR19220B0-1 - Parameter of alarm classification for warning for maintenance by service live;
IDM_;LPHD;1;AlmRtgSet22;Parameter of alarm classification for motor operation time to OLTC operation - Very low;HR19221B0-1 - Parameter of alarm classification for motor operation time to OLTC operation - Very low;
IDM_;LPHD;1;AlmRtgSet23;Parameter of alarm classification for motor operation time to OLTC operation - Low;HR19222B0-1 - Parameter of alarm classification for motor operation time to OLTC operation - Low;
IDM_;LPHD;1;AlmRtgSet24;Parameter of alarm classification for motor operation time to OLTC operation - High;HR19223B0-1 - Parameter of alarm classification for motor operation time to OLTC operation - High;
IDM_;LPHD;1;AlmRtgSet25;Parameter of alarm classification for motor operation time to OLTC operation - Very high;HR19224B0-1 - Parameter of alarm classification for motor operation time to OLTC operation - Very high;
IDM_;LPHD;1;AlmRtgSet26;Parameter of alarm classification for triggerd motor;HR19225B0-1 - Parameter of alarm classification for triggerd motor;
IDM_;LPHD;1;AlmRtgSet27;Parameter of alarm classification for command voltage during oscilography - Low;HR19226B0-1 - Parameter of alarm classification for command voltage during oscilography - Low;
IDM_;LPHD;1;AlmRtgSet28;Parameter of alarm classification for command voltage during oscilography - Very low;HR19227B0-1 - Parameter of alarm classification for command voltage during oscilography - Very low;
IDM_;LPHD;1;AlmRtgSet29;Parameter of alarm classification for command voltage during oscilography - High;HR19228B0-1 - Parameter of alarm classification for command voltage during oscilography - High;
IDM_;LPHD;1;AlmRtgSet30;Parameter of alarm classification for command voltage during oscilography - Very high;HR19229B0-1 - Parameter of alarm classification for command voltage during oscilography - Very high;
IDM_;SOPM;1;OscNumPgSet;#N/D;#N/D;
IDM_;SLTC;1;OscTotRcdSet;Parameter of número total de gravações de cada oscilografia;HR23001 - Parameter of número total de gravações de cada oscilografia;
IDM_;SOPM;1;TrgRcdOscSet;Parameter of número de registros anteriores ao trigger a serem mantidos na oscilografia;HR23002 - Parameter of número de registros anteriores ao trigger a serem mantidos na oscilografia;
IDM_;0;1;MotNumSet1;Parameter of número sequencial da operação do motor - First 3 numbers;HR23003 - Parameter of número sequencial da operação do motor - First 3 numbers;
IDM_;0;1;MotNumSet2;Parameter of número sequencial da operação do motor - Last 3 numbers;HR23004 - Parameter of número sequencial da operação do motor - Last 3 numbers;
IDM_;SOPM;1;MotARcdSet1;Parameter of enabling the variable recorded on oscilography - Current of the first (or only) OLTC motor phase;HR23006 - Parameter of enabling the variable recorded on oscilography - Current of the first (or only) OLTC motor phase;
IDM_;SOPM;1;MotARcdSet2;Indication of quality of variable recorded on oscilography - Current of the second OLTC motor phase;HR23007 - Indication of quality of variable recorded on oscilography - Current of the second OLTC motor phase;
IDM_;SOPM;1;MotARcdSet3;Parameter of enabling variable to be recorded on oscilography - Current of the third OLTC motor phase;HR23008 - Parameter of enabling variable to be recorded on oscilography - Current of the third OLTC motor phase;
IDM_;SOPM;1;MotVRcdSet1;Parameter of enabling variable to be recorded on oscilography - Supply voltage of the first (or only) OLTC motor phase;HR23009 - Parameter of enabling variable to be recorded on oscilography - Supply voltage of the first (or only) OLTC motor phase;
IDM_;SOPM;1;MotVRcdSet2;Parameter of enabling variable to be recorded on oscilography - Supply voltage of the second OLTC motor phase;HR23010 - Parameter of enabling variable to be recorded on oscilography - Supply voltage of the second OLTC motor phase;
IDM_;SOPM;1;MotVRcdSet3;Parameter of enabling variable to be recorded on oscilography - Supply voltage of the third OLTC motor phase;HR23011 - Parameter of enabling variable to be recorded on oscilography - Supply voltage of the third OLTC motor phase;
IDM_;SOPM;1;PFRcdSet;Parameter of enabling variable to be recorded on oscilography - OLTC motor power factor;HR23012 - Parameter of enabling variable to be recorded on oscilography - OLTC motor power factor;
IDM_;SOPM;1;MotStrTmSet;Parameter of tempo motor start time;HR23023 - Parameter of tempo motor start time;
IDM_;SOPM;1;MotStrSet1;Parameter of number of motor start to be used in the learning;HR23024 - Parameter of number of motor start to be used in the learning;
IDM_;SOPM;1;SideLim;Parameter of margem determinar o limite lateral da assinatura;HR23025 - Parameter of margem determinar o limite lateral da assinatura;
IDM_;SOPM;1;LoMotWhSpt01;Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Low (default = 0.2 W.h);HR23026 - Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Low (default = 0.2 W.h);
IDM_;SOPM;1;LoMotWhSpt11;Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Low (default = 0.2 W.h);HR23027 - Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Low (default = 0.2 W.h);
IDM_;SOPM;1;LoMotWhSpt21;Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Low (default = 0.2 W.h);HR23028 - Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Low (default = 0.2 W.h);
IDM_;SOPM;1;LoMotWhSpt31;Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Low (default = 0.2 W.h);HR23029 - Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Low (default = 0.2 W.h);
